customerID,tenure,Contract,PaperlessBilling,PaymentMethod
6702-OHFWR,1,Month-to-month,Yes,Electronic check
5296-BFCYD,46,Two year,Yes,Mailed check
4510-PYUSH,38,Month-to-month,Yes,Credit card (automatic)
9359-JANWS,65,Two year,No,Credit card (automatic)
7517-SAWMO,19,Month-to-month,Yes,Electronic check
4143-HHPMK,52,Month-to-month,Yes,Electronic check
3279-DYZQM,71,Two year,No,Mailed check
7054-LGEQW,1,Month-to-month,No,Mailed check
0523-VNGTF,52,Month-to-month,Yes,Electronic check
9575-IWCAZ,6,One year,No,Mailed check
7105-MXJLL,26,One year,No,Mailed check
7064-FRRSW,48,One year,Yes,Electronic check
7940-UQQUG,64,One year,Yes,Bank transfer (automatic)
0923-PNFUB,3,Month-to-month,No,Electronic check
3961-SXAXY,1,Month-to-month,Yes,Bank transfer (automatic)
7010-BRBUU,72,Two year,No,Credit card (automatic)
3566-HJGPK,1,Month-to-month,Yes,Mailed check
3062-ICYZQ,51,Month-to-month,Yes,Electronic check
9938-PRCVK,41,Two year,No,Bank transfer (automatic)
0973-KYVNF,72,Two year,Yes,Credit card (automatic)
5129-HHMZC,43,Two year,No,Credit card (automatic)
9637-CDTKZ,72,Two year,Yes,Credit card (automatic)
3946-JEWRQ,47,One year,Yes,Credit card (automatic)
7873-CVMAW,72,Two year,No,Credit card (automatic)
0463-WZZKO,3,Month-to-month,Yes,Credit card (automatic)
3494-JCHRQ,1,Month-to-month,Yes,Electronic check
6474-FVJLC,2,Month-to-month,Yes,Electronic check
4524-QCSSM,26,Month-to-month,Yes,Bank transfer (automatic)
5832-EXGTT,29,Month-to-month,Yes,Mailed check
8840-DQLGN,35,Month-to-month,Yes,Bank transfer (automatic)
2039-JONDJ,27,One year,No,Bank transfer (automatic)
7217-JYHOQ,24,Month-to-month,Yes,Credit card (automatic)
6695-FRVEC,67,Two year,Yes,Bank transfer (automatic)
4547-LYTDD,16,Month-to-month,No,Electronic check
9894-QMIMJ,23,One year,No,Bank transfer (automatic)
8069-YQQAJ,14,Month-to-month,Yes,Mailed check
6770-XUAGN,1,Month-to-month,Yes,Electronic check
4193-ORFCL,1,Month-to-month,No,Mailed check
1636-NTNCO,4,Month-to-month,Yes,Credit card (automatic)
3466-WAESX,16,Month-to-month,Yes,Electronic check
9281-PKKZE,46,Month-to-month,Yes,Electronic check
3638-VBZTA,68,Two year,Yes,Bank transfer (automatic)
7459-IMVYU,38,Month-to-month,No,Electronic check
7776-QWNFX,30,Month-to-month,Yes,Bank transfer (automatic)
6689-TCZHQ,5,Month-to-month,No,Electronic check
8563-OYMQY,17,Month-to-month,Yes,Credit card (automatic)
0754-EEBDC,4,Two year,No,Mailed check
5777-ZPQNC,12,One year,No,Electronic check
1951-IEYXM,72,Two year,Yes,Credit card (automatic)
3318-NMQXL,3,Month-to-month,Yes,Electronic check
3143-ILDAL,56,Month-to-month,Yes,Electronic check
1022-RKXDR,41,One year,Yes,Mailed check
2361-FJWNO,40,One year,No,Credit card (automatic)
2272-UOINI,7,Month-to-month,Yes,Electronic check
8232-UTFOZ,69,Two year,No,Credit card (automatic)
3750-YHRYO,7,One year,No,Mailed check
6637-KYRCV,5,Month-to-month,Yes,Electronic check
5668-MEISB,72,Two year,No,Credit card (automatic)
0129-QMPDR,44,One year,Yes,Bank transfer (automatic)
7188-CBBBA,65,One year,Yes,Electronic check
5356-CSVSQ,3,Month-to-month,No,Electronic check
3221-CJMSG,24,Month-to-month,Yes,Credit card (automatic)
4720-VSTSI,44,Month-to-month,Yes,Bank transfer (automatic)
3219-JQRSL,72,Two year,No,Credit card (automatic)
2801-NISEI,24,Month-to-month,No,Electronic check
3946-MHCZW,1,Month-to-month,No,Mailed check
4623-ZKHLY,22,Month-to-month,Yes,Bank transfer (automatic)
6732-VAILE,70,Two year,Yes,Credit card (automatic)
8201-AAXCB,25,Month-to-month,No,Electronic check
7696-CFTAT,37,Two year,No,Bank transfer (automatic)
1845-CSBRZ,22,Month-to-month,No,Bank transfer (automatic)
2123-VSCOT,59,Two year,Yes,Bank transfer (automatic)
6651-AZVTJ,49,Month-to-month,Yes,Electronic check
4566-GOLUK,47,Month-to-month,Yes,Bank transfer (automatic)
2484-DGXPZ,31,Month-to-month,Yes,Mailed check
2018-QKYGT,1,Month-to-month,Yes,Electronic check
2792-VPPET,3,Month-to-month,Yes,Electronic check
7409-JURKQ,53,One year,Yes,Bank transfer (automatic)
3247-MHJKM,1,Month-to-month,No,Mailed check
1964-SVLEA,20,One year,Yes,Mailed check
4587-NUKOX,3,Month-to-month,Yes,Electronic check
7297-DVYGA,51,One year,Yes,Bank transfer (automatic)
2239-CGBUZ,51,One year,Yes,Bank transfer (automatic)
0854-UYHZD,13,Two year,No,Mailed check
7243-LCGGZ,1,Month-to-month,No,Mailed check
8267-KFGYD,1,Month-to-month,Yes,Mailed check
4890-VMUAV,63,One year,No,Electronic check
9261-WDCAF,3,Month-to-month,No,Mailed check
3764-MNMOI,46,Two year,No,Credit card (automatic)
7442-YGZFK,1,Month-to-month,Yes,Credit card (automatic)
0420-BWTPW,8,Month-to-month,No,Mailed check
8229-BUJHX,71,Two year,No,Bank transfer (automatic)
7449-HVPIV,55,Month-to-month,Yes,Credit card (automatic)
5504-WSIUR,70,One year,Yes,Bank transfer (automatic)
8183-ONMXC,2,Month-to-month,No,Electronic check
8466-PZBLH,67,Two year,No,Bank transfer (automatic)
9614-RMGHA,65,Month-to-month,Yes,Bank transfer (automatic)
8735-IJJEG,14,Month-to-month,No,Credit card (automatic)
0564-MUUQK,20,Month-to-month,Yes,Bank transfer (automatic)
5054-IEXZT,1,Month-to-month,Yes,Electronic check
5834-ASPWA,1,Month-to-month,Yes,Electronic check
0701-RFGFI,49,Month-to-month,Yes,Bank transfer (automatic)
0019-EFAEP,72,Two year,Yes,Bank transfer (automatic)
5619-PTMIK,46,Month-to-month,No,Electronic check
3737-XBQDD,24,Month-to-month,Yes,Bank transfer (automatic)
5882-CMAZQ,5,Month-to-month,No,Electronic check
5846-QFDFI,33,Month-to-month,No,Credit card (automatic)
4445-KWOKW,42,One year,Yes,Bank transfer (automatic)
3511-APPBJ,23,One year,Yes,Credit card (automatic)
7967-HYCDE,8,Month-to-month,No,Bank transfer (automatic)
2430-RRYUW,66,One year,Yes,Mailed check
3948-XHGNA,24,Month-to-month,Yes,Bank transfer (automatic)
3723-BFBGR,24,Month-to-month,No,Credit card (automatic)
0565-IYCGT,69,One year,Yes,Credit card (automatic)
5447-WZAFP,53,One year,Yes,Mailed check
5110-CHOPY,60,Two year,No,Electronic check
5445-UTODQ,7,Month-to-month,Yes,Electronic check
4425-OWHWB,20,One year,Yes,Credit card (automatic)
7892-QVYKW,23,Month-to-month,No,Electronic check
9675-ICXCT,72,Two year,Yes,Electronic check
1024-VRZHF,11,Month-to-month,Yes,Electronic check
4703-MQYKT,21,Two year,No,Mailed check
9497-QCMMS,1,Month-to-month,Yes,Electronic check
5692-ICXLW,31,Month-to-month,Yes,Electronic check
0602-DDUML,57,Two year,No,Mailed check
2208-MPXIO,45,Two year,Yes,Bank transfer (automatic)
1960-UYCNN,10,Month-to-month,Yes,Electronic check
0348-SDKOL,58,Month-to-month,Yes,Credit card (automatic)
3190-FZATL,14,Month-to-month,No,Mailed check
7336-RLLRH,27,One year,No,Mailed check
4373-MAVJG,14,Month-to-month,Yes,Bank transfer (automatic)
8901-HJXTF,12,Month-to-month,No,Mailed check
7710-JSYOA,69,Two year,Yes,Bank transfer (automatic)
5419-KLXBN,25,Month-to-month,Yes,Bank transfer (automatic)
3424-NMNBO,58,One year,Yes,Electronic check
9885-MFVSU,35,Two year,Yes,Credit card (automatic)
4514-GFCFI,16,Month-to-month,Yes,Electronic check
0607-MVMGC,45,One year,No,Credit card (automatic)
3365-SAIGS,17,Month-to-month,Yes,Electronic check
9828-AOQLM,1,Month-to-month,Yes,Electronic check
8022-BECSI,22,One year,No,Mailed check
8000-REIQB,1,Month-to-month,Yes,Electronic check
9993-LHIEB,67,Two year,No,Mailed check
0266-CLZKZ,67,Two year,Yes,Bank transfer (automatic)
7615-ESMYF,2,Month-to-month,No,Electronic check
3858-VOBET,23,Month-to-month,Yes,Electronic check
7020-OZKXZ,9,Month-to-month,No,Credit card (automatic)
3977-QCRSL,5,Month-to-month,No,Mailed check
0017-DINOC,54,Two year,No,Credit card (automatic)
1447-PJGGA,57,Two year,Yes,Electronic check
8565-CLBZW,24,Month-to-month,Yes,Mailed check
9139-WQQDY,49,One year,No,Mailed check
0224-HJAPT,5,Month-to-month,No,Electronic check
8086-OVPWV,2,Month-to-month,Yes,Electronic check
9430-FRQOC,4,Month-to-month,Yes,Mailed check
7639-OPLNG,70,Two year,Yes,Bank transfer (automatic)
3074-GQWYX,5,Month-to-month,Yes,Bank transfer (automatic)
1492-QGCLU,53,Month-to-month,No,Electronic check
6845-RGTYS,47,Month-to-month,Yes,Electronic check
7328-OWMOM,31,One year,No,Credit card (automatic)
4418-LZMSV,13,Month-to-month,No,Bank transfer (automatic)
5155-AZQPB,28,Month-to-month,No,Mailed check
8861-HGGKB,10,Month-to-month,No,Electronic check
1087-GRUYI,38,Two year,No,Bank transfer (automatic)
7065-YUNRY,1,Month-to-month,Yes,Mailed check
7694-VLBWQ,67,One year,No,Electronic check
2546-KZAAT,52,One year,Yes,Mailed check
0181-RITDD,62,Two year,No,Mailed check
5989-PGKJB,16,Month-to-month,Yes,Electronic check
4795-KTRTH,5,Month-to-month,Yes,Electronic check
8272-ONJLV,12,One year,No,Electronic check
1488-PBLJN,72,Two year,Yes,Bank transfer (automatic)
0308-GIQJT,71,One year,No,Bank transfer (automatic)
3778-FOAQW,24,One year,No,Mailed check
4452-ROHMO,15,Two year,No,Mailed check
6481-OGDOO,67,One year,Yes,Credit card (automatic)
3090-LETTY,2,Month-to-month,No,Bank transfer (automatic)
5349-AZPEW,5,Month-to-month,No,Mailed check
3753-TSEMP,15,Month-to-month,No,Electronic check
8305-VHZBZ,1,Month-to-month,Yes,Mailed check
9720-JJJOR,41,One year,Yes,Bank transfer (automatic)
8100-HZZLJ,43,Month-to-month,Yes,Electronic check
8775-ERLNB,1,Month-to-month,No,Electronic check
8309-IEYJD,1,Month-to-month,Yes,Mailed check
9172-JITSM,26,Month-to-month,Yes,Electronic check
6298-QDFNH,22,Month-to-month,Yes,Electronic check
7398-HPYZQ,71,Two year,No,Bank transfer (automatic)
3546-GHEAE,7,Two year,No,Mailed check
7361-YPXFS,28,Month-to-month,No,Bank transfer (automatic)
6557-BZXLQ,16,Month-to-month,No,Electronic check
2550-QHZGP,7,One year,No,Mailed check
7519-JTWQH,69,Two year,Yes,Bank transfer (automatic)
2538-OIMXF,1,Month-to-month,No,Mailed check
8543-MSDMF,3,Month-to-month,Yes,Electronic check
9961-JBNMK,21,Month-to-month,Yes,Bank transfer (automatic)
1170-SASML,69,Month-to-month,Yes,Bank transfer (automatic)
4872-JCVCA,71,Two year,Yes,Bank transfer (automatic)
5346-BZCHP,69,Two year,No,Mailed check
2038-LLMLM,48,Month-to-month,Yes,Electronic check
6173-ITPWD,47,Month-to-month,Yes,Bank transfer (automatic)
9734-UYXQI,2,Month-to-month,Yes,Electronic check
1216-BGTSP,45,Month-to-month,Yes,Credit card (automatic)
4138-NAXED,51,Month-to-month,No,Bank transfer (automatic)
2189-UXTKY,22,Month-to-month,Yes,Electronic check
0744-BIKKF,72,Two year,No,Bank transfer (automatic)
7483-IQWIB,37,Month-to-month,Yes,Electronic check
5248-KWLAR,71,Two year,No,Electronic check
4958-GZWIY,7,Month-to-month,No,Electronic check
7996-MHXLW,66,Two year,Yes,Credit card (automatic)
7833-PKIHD,51,One year,Yes,Bank transfer (automatic)
7061-OVMIM,30,One year,No,Bank transfer (automatic)
5153-RTHKF,34,Month-to-month,No,Electronic check
1852-QSWCD,64,Two year,Yes,Mailed check
4832-VRBMR,65,One year,Yes,Bank transfer (automatic)
9079-LWTFD,47,Month-to-month,No,Mailed check
6356-ELRKD,1,Month-to-month,Yes,Electronic check
8624-GIOUT,49,Month-to-month,Yes,Credit card (automatic)
3392-EHMNK,67,Two year,No,Credit card (automatic)
5986-WWXDV,39,One year,No,Bank transfer (automatic)
3061-BCKYI,14,Month-to-month,No,Mailed check
6179-GJPSO,43,Month-to-month,Yes,Credit card (automatic)
7901-TBKJX,56,Month-to-month,Yes,Electronic check
7228-PAQPD,14,One year,No,Credit card (automatic)
3177-LASXD,1,Month-to-month,No,Electronic check
7746-QYVCO,16,One year,Yes,Mailed check
5804-HYIEZ,70,Month-to-month,Yes,Electronic check
9919-FZDED,72,Two year,Yes,Credit card (automatic)
5934-TSSAU,23,Month-to-month,Yes,Credit card (automatic)
3486-KHMLI,21,Month-to-month,No,Mailed check
4897-QSUYC,1,Month-to-month,Yes,Mailed check
1084-UQCHV,1,Month-to-month,No,Bank transfer (automatic)
8290-YWKHZ,32,Month-to-month,Yes,Electronic check
2955-BJZHG,17,Month-to-month,No,Electronic check
3806-DXQOM,4,Month-to-month,Yes,Electronic check
6784-XYJAE,36,One year,No,Electronic check
3933-DQPWX,50,Two year,No,Credit card (automatic)
6661-EIPZC,48,Month-to-month,Yes,Credit card (automatic)
8957-THMOA,50,Two year,No,Credit card (automatic)
2251-PYLPB,72,Two year,No,Credit card (automatic)
5555-RNPGT,10,Month-to-month,No,Credit card (automatic)
1057-FOGLZ,18,Month-to-month,No,Mailed check
9300-RENDD,1,Month-to-month,Yes,Electronic check
0761-AETCS,1,Month-to-month,No,Electronic check
8087-LGYHQ,9,Month-to-month,Yes,Electronic check
4137-BTIKL,2,Month-to-month,No,Mailed check
2190-BCXEC,40,Month-to-month,Yes,Credit card (automatic)
6227-FBDXH,69,One year,No,Bank transfer (automatic)
2153-MREFK,37,One year,Yes,Electronic check
2911-WDXMV,18,Month-to-month,Yes,Credit card (automatic)
7206-PQBBZ,11,Month-to-month,Yes,Electronic check
3106-ULWFW,8,Month-to-month,Yes,Credit card (automatic)
0925-VYDLG,3,Month-to-month,No,Electronic check
4547-FZJWE,55,One year,No,Credit card (automatic)
7422-WNBTY,33,Month-to-month,Yes,Electronic check
0842-IWYCP,46,Month-to-month,No,Bank transfer (automatic)
3521-HTQTV,34,Two year,No,Bank transfer (automatic)
3744-ZBHON,3,Month-to-month,No,Electronic check
3373-DIUUN,30,Two year,No,Mailed check
8383-SGHJU,33,One year,No,Electronic check
7607-QKKTJ,45,One year,Yes,Credit card (automatic)
7707-PYBBH,40,Month-to-month,Yes,Mailed check
8984-HPEMB,71,Two year,Yes,Electronic check
4349-GFQHK,1,Month-to-month,No,Electronic check
4139-DETXS,72,Two year,No,Bank transfer (automatic)
9779-DPNEJ,22,Month-to-month,Yes,Electronic check
9805-FILKB,46,One year,Yes,Bank transfer (automatic)
5793-YOLJN,55,Two year,No,Mailed check
0673-IGUQO,1,Month-to-month,No,Mailed check
4123-FCVCB,12,One year,Yes,Mailed check
8819-IMISP,31,Month-to-month,Yes,Electronic check
7802-EFKNY,5,Month-to-month,Yes,Electronic check
8311-UEUAB,67,Two year,Yes,Electronic check
5858-EAFCZ,1,Month-to-month,No,Mailed check
8035-BUYVG,40,One year,Yes,Electronic check
1163-ONYEY,41,Month-to-month,Yes,Credit card (automatic)
9787-XVQIU,1,Month-to-month,Yes,Electronic check
8945-MUQUF,51,One year,Yes,Electronic check
5656-MJEFC,42,Two year,No,Credit card (automatic)
6082-OQFBA,23,One year,No,Mailed check
8051-HJRLT,1,Month-to-month,Yes,Electronic check
8974-OVACP,1,Month-to-month,No,Mailed check
4010-YLMVT,56,Month-to-month,Yes,Credit card (automatic)
1379-FRVEB,15,Month-to-month,Yes,Electronic check
8612-GXIDD,12,Two year,Yes,Bank transfer (automatic)
6288-CHQJB,54,Two year,No,Bank transfer (automatic)
8160-HOWOX,7,Month-to-month,Yes,Electronic check
3023-GFLBR,33,Month-to-month,No,Credit card (automatic)
6648-INWPS,16,Month-to-month,No,Electronic check
4223-BKEOR,21,One year,No,Mailed check
4079-VTGLK,30,Two year,No,Electronic check
1763-WQFUK,3,Month-to-month,Yes,Mailed check
1391-UBDAR,11,Month-to-month,No,Electronic check
8894-JVDCV,62,One year,Yes,Credit card (automatic)
2023-VQFDL,18,Month-to-month,No,Electronic check
1345-GKDZZ,6,Month-to-month,No,Mailed check
2014-MKGMH,46,One year,Yes,Electronic check
5628-FCGYG,21,Month-to-month,Yes,Electronic check
2560-WBWXF,68,Two year,Yes,Bank transfer (automatic)
0248-IPDFW,1,Month-to-month,Yes,Electronic check
7978-DKUQH,25,Month-to-month,Yes,Electronic check
4335-UPJSI,24,Two year,No,Mailed check
0524-IAVZO,30,Month-to-month,Yes,Electronic check
2737-YNGYW,2,Month-to-month,No,Electronic check
1784-EZDKJ,51,One year,Yes,Bank transfer (automatic)
9297-FVVDH,57,Two year,Yes,Electronic check
8007-YYPWD,15,Two year,No,Bank transfer (automatic)
7101-HRBLJ,72,Two year,Yes,Bank transfer (automatic)
5159-YFPKQ,2,Month-to-month,Yes,Electronic check
6635-CPNUN,28,Month-to-month,No,Credit card (automatic)
4021-RQSNY,29,Month-to-month,Yes,Electronic check
5453-YBTWV,70,Two year,Yes,Credit card (automatic)
5039-LZRQT,13,One year,No,Mailed check
2931-VUVJN,59,One year,Yes,Electronic check
9061-TIHDA,13,Month-to-month,Yes,Electronic check
8699-ASUFO,7,Month-to-month,Yes,Mailed check
6418-PIQSP,62,Two year,No,Mailed check
8220-OCUFY,21,One year,Yes,Electronic check
3995-WFCSM,2,Month-to-month,No,Electronic check
1895-QTKDO,1,Month-to-month,No,Credit card (automatic)
2038-OEQZH,4,Month-to-month,No,Electronic check
1178-PZGAB,19,One year,No,Credit card (automatic)
7927-AUXBZ,30,Month-to-month,No,Electronic check
2626-VEEWG,67,Two year,Yes,Credit card (automatic)
2878-RMWXY,72,Two year,Yes,Credit card (automatic)
1657-DYMBM,53,Two year,No,Credit card (automatic)
7311-MQJCH,5,One year,No,Electronic check
7375-WMVMT,71,Two year,Yes,Credit card (automatic)
1136-XGEQU,50,One year,Yes,Credit card (automatic)
2530-FMFXO,56,Two year,Yes,Electronic check
6844-DZKRF,2,Month-to-month,Yes,Credit card (automatic)
4695-WJZUE,2,Month-to-month,Yes,Electronic check
7619-ODSGN,24,Month-to-month,No,Electronic check
5970-GHJAW,46,Two year,No,Credit card (automatic)
8879-XUAHX,71,Two year,Yes,Electronic check
3689-MOZGR,29,Month-to-month,Yes,Electronic check
4195-PNGZS,69,Two year,No,Bank transfer (automatic)
5003-XZWWO,71,Two year,No,Credit card (automatic)
3988-RQIXO,1,Month-to-month,Yes,Electronic check
7622-FWGEW,56,Two year,Yes,Bank transfer (automatic)
6922-NCEDI,56,One year,Yes,Mailed check
2514-GINMM,1,Month-to-month,Yes,Electronic check
9891-NQDBD,28,One year,No,Mailed check
6131-IUNXN,19,Month-to-month,No,Mailed check
8548-AWOFC,66,Month-to-month,No,Electronic check
9798-DRYDS,17,One year,Yes,Mailed check
8532-UEFWH,52,Two year,No,Mailed check
6296-DDOOR,19,One year,No,Electronic check
7951-VRDVK,36,One year,No,Bank transfer (automatic)
5931-FLJJF,7,Month-to-month,Yes,Mailed check
4815-YOSUK,72,One year,Yes,Credit card (automatic)
2659-VXMWZ,67,One year,Yes,Electronic check
0380-NEAVX,34,One year,Yes,Electronic check
3207-OYBWH,57,Month-to-month,Yes,Bank transfer (automatic)
4285-GYRQC,7,Month-to-month,Yes,Electronic check
7216-EWTRS,1,Month-to-month,Yes,Electronic check
4365-MSDYN,8,Month-to-month,Yes,Bank transfer (automatic)
7036-TYDEC,69,Two year,No,Electronic check
5802-ADBRC,50,One year,Yes,Mailed check
8076-FEZKJ,10,One year,No,Mailed check
5197-YPYBZ,12,Two year,No,Credit card (automatic)
8337-MSSXB,14,Month-to-month,Yes,Electronic check
4312-GVYNH,70,Two year,Yes,Bank transfer (automatic)
8495-LJDFO,64,Month-to-month,Yes,Bank transfer (automatic)
0839-JTCUD,66,Two year,No,Credit card (automatic)
5494-WOZRZ,71,Two year,Yes,Credit card (automatic)
1302-UHBDD,20,Month-to-month,No,Electronic check
2234-EOFPT,72,Two year,Yes,Bank transfer (automatic)
8619-IJNDK,71,Two year,No,Credit card (automatic)
8378-LKJAF,38,Month-to-month,Yes,Credit card (automatic)
8182-BJDSI,28,Month-to-month,Yes,Electronic check
2528-HFYZX,17,Month-to-month,Yes,Electronic check
1153-GNOLC,33,One year,Yes,Electronic check
3298-QEICA,23,Two year,No,Mailed check
0788-DXBFY,58,One year,Yes,Electronic check
3597-YASZG,70,Two year,Yes,Bank transfer (automatic)
3496-LFSZU,4,Month-to-month,No,Electronic check
5242-UOWHD,45,Two year,No,Mailed check
2482-CZGBB,10,Month-to-month,Yes,Electronic check
6479-SZPLM,36,Two year,No,Credit card (automatic)
8097-VBQTZ,54,Month-to-month,Yes,Mailed check
4500-HKANN,23,Two year,No,Mailed check
9917-KWRBE,41,One year,Yes,Credit card (automatic)
3420-ZDBMA,5,Month-to-month,Yes,Mailed check
2212-LYASK,27,One year,Yes,Credit card (automatic)
1393-IMKZG,1,Month-to-month,Yes,Electronic check
8069-RHUXK,67,Two year,No,Credit card (automatic)
3398-GCPMU,72,Two year,Yes,Credit card (automatic)
2908-WGAXL,56,Two year,Yes,Credit card (automatic)
3378-AJRAO,44,One year,No,Electronic check
1013-QCWAM,66,Month-to-month,Yes,Electronic check
0866-QLSIR,34,One year,Yes,Mailed check
6050-FFXES,69,Two year,No,Bank transfer (automatic)
7181-BQYBV,1,Month-to-month,Yes,Electronic check
0362-RAOQO,40,Two year,No,Credit card (automatic)
9554-DFKIC,30,Month-to-month,Yes,Bank transfer (automatic)
5527-ACHSO,11,Month-to-month,No,Mailed check
0829-DDVLK,15,One year,No,Credit card (automatic)
1399-UBQIU,11,Month-to-month,Yes,Electronic check
1813-JLKWR,64,One year,No,Bank transfer (automatic)
0336-PIKEI,72,Two year,No,Bank transfer (automatic)
7322-OCWHC,72,Two year,Yes,Bank transfer (automatic)
9537-VHDTA,1,Month-to-month,No,Mailed check
4957-TIALW,15,One year,No,Credit card (automatic)
2054-PJOCK,60,One year,No,Credit card (automatic)
9150-HEPMB,56,One year,No,Mailed check
9030-QGZNL,8,Two year,No,Mailed check
6204-IEUXJ,3,Month-to-month,No,Credit card (automatic)
3126-WQMGH,49,Month-to-month,Yes,Credit card (automatic)
4529-CKBCL,2,Month-to-month,Yes,Electronic check
2506-CLAKW,6,Month-to-month,Yes,Bank transfer (automatic)
7176-WRTNX,70,Two year,Yes,Bank transfer (automatic)
1583-IHQZE,12,Month-to-month,Yes,Mailed check
5732-IKGQH,52,One year,Yes,Bank transfer (automatic)
9239-GZHZE,72,Two year,Yes,Credit card (automatic)
7205-BAIAD,40,Two year,Yes,Bank transfer (automatic)
0151-ONTOV,1,Month-to-month,No,Mailed check
4140-MUHUG,3,Month-to-month,Yes,Electronic check
0093-EXYQL,40,Month-to-month,Yes,Electronic check
8064-RAVOH,1,Month-to-month,Yes,Electronic check
0219-QAERP,30,One year,No,Credit card (automatic)
0320-JDNQG,23,Month-to-month,Yes,Electronic check
7180-PISOG,1,Month-to-month,Yes,Electronic check
9168-INPSZ,44,Month-to-month,No,Electronic check
3571-RFHAR,65,Month-to-month,Yes,Electronic check
0015-UOCOJ,7,Month-to-month,Yes,Electronic check
5334-AFQJB,72,Two year,Yes,Credit card (automatic)
2754-SDJRD,8,Month-to-month,Yes,Credit card (automatic)
9578-VRMNM,16,Month-to-month,Yes,Credit card (automatic)
1587-FKLZB,66,Month-to-month,Yes,Credit card (automatic)
6140-QNRQQ,1,Month-to-month,Yes,Mailed check
8963-JLGJT,3,Month-to-month,No,Mailed check
4307-KTUMW,53,Month-to-month,No,Electronic check
1465-LNTLJ,8,Month-to-month,Yes,Credit card (automatic)
5440-FLBQG,69,Two year,Yes,Bank transfer (automatic)
2135-DQWAQ,5,Month-to-month,Yes,Mailed check
4056-QHXHZ,72,Two year,No,Mailed check
7470-MCQTK,13,Month-to-month,Yes,Bank transfer (automatic)
7488-MXJIV,4,Month-to-month,Yes,Electronic check
7401-JIXNM,54,Two year,No,Credit card (automatic)
9339-FIIJL,72,Two year,No,Bank transfer (automatic)
2027-FECZV,12,Month-to-month,Yes,Electronic check
2672-DZUOY,1,Month-to-month,Yes,Electronic check
4706-DGAHW,1,Month-to-month,No,Electronic check
3870-MQAMG,54,One year,No,Electronic check
6670-MFRPK,69,Two year,Yes,Credit card (automatic)
6177-PEVRA,48,Two year,No,Credit card (automatic)
4800-CZMPC,48,One year,Yes,Credit card (automatic)
4813-HQMGZ,8,Month-to-month,Yes,Electronic check
7579-KKLOE,71,Two year,Yes,Mailed check
7377-DMMRI,2,Month-to-month,Yes,Electronic check
8402-EIVQS,67,One year,Yes,Credit card (automatic)
4947-DSMXK,34,Month-to-month,Yes,Bank transfer (automatic)
7245-NIIWQ,3,Month-to-month,Yes,Electronic check
0002-ORFBO,9,One year,Yes,Mailed check
3324-OIRTO,71,One year,Yes,Bank transfer (automatic)
5414-OFQCB,57,Two year,Yes,Credit card (automatic)
4967-WPNCF,72,Two year,Yes,Bank transfer (automatic)
8552-OBVRU,48,Month-to-month,Yes,Electronic check
8499-BRXTD,18,One year,No,Mailed check
9154-QDGTH,43,One year,Yes,Credit card (automatic)
8197-BFWVU,72,Two year,Yes,Bank transfer (automatic)
2577-GVSIL,35,One year,Yes,Bank transfer (automatic)
9367-OIUXP,4,Month-to-month,No,Mailed check
6770-UAYGJ,49,Two year,No,Mailed check
6463-HHXJR,71,Two year,No,Bank transfer (automatic)
7928-VJYAB,11,Month-to-month,No,Electronic check
1187-WILMM,63,Two year,Yes,Credit card (automatic)
9776-OJUZI,65,Month-to-month,Yes,Bank transfer (automatic)
1306-RPWXZ,49,Two year,No,Credit card (automatic)
8949-JTMAY,29,Month-to-month,Yes,Credit card (automatic)
2774-LVQUS,15,Month-to-month,Yes,Electronic check
3097-PYWXL,4,Month-to-month,Yes,Electronic check
2266-SJNAT,72,One year,No,Credit card (automatic)
0869-PAPRP,26,Month-to-month,Yes,Credit card (automatic)
4238-JSSWH,35,Month-to-month,No,Bank transfer (automatic)
2972-YDYUW,57,One year,No,Electronic check
1104-FEJAM,28,Month-to-month,No,Electronic check
2809-ILCYT,25,One year,Yes,Mailed check
5499-ECUTN,47,One year,Yes,Credit card (automatic)
4981-FLTMF,57,Month-to-month,No,Bank transfer (automatic)
9121-PHQSR,16,Month-to-month,Yes,Credit card (automatic)
3113-IWHLC,5,Month-to-month,Yes,Mailed check
3211-ILJTT,17,Month-to-month,Yes,Bank transfer (automatic)
4612-THJBS,56,One year,Yes,Bank transfer (automatic)
4277-BWBML,72,Two year,No,Bank transfer (automatic)
4094-NSEDU,21,Month-to-month,Yes,Electronic check
0234-TEVTT,48,One year,No,Credit card (automatic)
4304-TSPVK,68,Two year,No,Bank transfer (automatic)
1552-AAGRX,30,Month-to-month,No,Bank transfer (automatic)
2637-FKFSY,3,Month-to-month,Yes,Mailed check
9796-MVYXX,14,Two year,No,Mailed check
7874-ECPQJ,4,Month-to-month,Yes,Bank transfer (automatic)
0020-INWCK,71,Two year,Yes,Credit card (automatic)
7089-RKVSZ,8,One year,No,Mailed check
2683-JXWQQ,61,Month-to-month,No,Bank transfer (automatic)
9548-ZMVTX,72,Two year,No,Bank transfer (automatic)
8739-XNIKG,5,Month-to-month,Yes,Electronic check
9755-JHNMN,49,Two year,No,Bank transfer (automatic)
3981-QSVQI,8,Month-to-month,Yes,Bank transfer (automatic)
2789-HQBOU,3,Month-to-month,Yes,Electronic check
9424-CMPOG,9,Two year,No,Mailed check
5067-WJEUN,67,Two year,Yes,Bank transfer (automatic)
